Top pages,Clicks,Impressions,CTR,Position
https://9takes.com/personality-analysis/David-Sacks,0,128,0%,4.98
https://9takes.com/personality-analysis/Meghan-Markle#toc-meghan-markle-netflix-show-reviews-with-love-meghan-and-the-helpers-need-to-connect,0,128,0%,5.42
https://9takes.com/personality-analysis/Taylor-Swift#toc-from-christmas-tree-farm-to-global-superstar-taylors-extraordinary-ambition,0,128,0%,10.77
https://9takes.com/personality-analysis/Marilyn-Monroe#toc-artistic-triumphs-through-method-and-meaning,0,127,0%,6.65
https://9takes.com/personality-analysis/Steve-Jobs#toc-steve-jobs-type-1-response-to-failure-and-criticism,0,126,0%,10.47
https://9takes.com/personality-analysis/Steve-Jobs#toc-how-steve-jobs-type-1-anger-shaped-apples-culture,0,125,0%,10.43
https://9takes.com/enneagram-corner/toxic-traits-relationships-warning-signs#when-survival-strategies-become-toxic-patterns,0,124,0%,8.05
https://9takes.com/personality-analysis/Marilyn-Monroe#toc-the-voice-transforming-challenge-into-trademark,0,123,0%,6.51
https://9takes.com/personality-analysis/Dave-Portnoy#toc-portnoy-and-relationships-tough-exterior-soft-heart,0,122,0%,5.56
https://9takes.com/enneagram-corner/enneagram-and-religion#christianity-and-the-enneagram,0,122,0%,6.71
https://9takes.com/enneagram-corner/toxic-traits-relationships-warning-signs#breaking-toxic-patterns-from-awareness-to-action,0,122,0%,8.04
https://9takes.com/personality-analysis/Paul-Graham,0,122,0%,8.23
https://9takes.com/enneagram-corner/enneagram-self-development,0,122,0%,22.24
https://9takes.com/personality-analysis/Miley-Cyrus#toc-emotional-alchemy-transforming-pain-into-creative-gold,0,121,0%,8.25
https://9takes.com/enneagram-corner/enneagram-and-religion#the-enneagram-and-judaism,0,120,0%,6.52
https://9takes.com/personality-analysis/Billie-Eilish#toc-billie-eilishs-type-4-fashion-psychology-hiding-to-reveal,0,119,0%,5.61
https://9takes.com/personality-analysis/Bob-Dylan#toc-chalamet-as-dylan-capturing-the-uncapturable,0,119,0%,6.22
https://9takes.com/enneagram-corner/attachment-styles-and-enneagram-types#how-the-enneagram-adds-depth-to-attachment-styles,0,118,0%,9.37
https://9takes.com/enneagram-corner/biggest-compliments-to-give-each-enneagram-type#type-2--the-helper,0,116,0%,5.56
https://9takes.com/personality-analysis/Kristen-Bell#toc-the-sloth-incident-what-kristen-bells-famous-emotional-moment-reveals-about-type-2-psychology,0,114,0%,5.6
https://9takes.com/personality-analysis/Martin-Luther-King-Jr#toc-the-making-of-a-movement-mlks-upbringing,0,114,0%,5.99
https://9takes.com/personality-analysis/Emma-Watson#toc-why-emma-watsons-heforshe-campaign-reveals-her-type-1-core,0,114,0%,9.6
https://9takes.com/personality-analysis/Taylor-Swift#toc-looking-beyond-the-spotlight-taylor-swifts-personal-growth,0,114,0%,10.47
https://9takes.com/enneagram-corner/biggest-compliments-to-give-each-enneagram-type#type-6--the-loyalist,0,113,0%,5.5
https://9takes.com/personality-analysis/Tom-Holland#toc-the-charitable-heart-toms-deeper-purpose,0,112,0%,8.6
https://9takes.com/enneagram-corner/biggest-compliments-to-give-each-enneagram-type#type-4--the-individualist,0,111,0%,5.45
https://9takes.com/personality-analysis/Johnny-Depp#toc-the-method-behind-the-madness-depps-approach-to-acting,0,111,0%,6.35
https://9takes.com/personality-analysis/Johnny-Depp#toc-the-roots-of-creativity-johnnys-tumultuous-childhood,0,111,0%,6.35
https://9takes.com/personality-analysis/Denzel-Washington#toc-what-exactly-is-an-enneagram-type-8,0,111,0%,7.35
https://9takes.com/personality-analysis/Oprah-Winfrey#toc-the-helpers-dilemma-balancing-self-and-service,0,111,0%,7.6
https://9takes.com/personality-analysis/IShowSpeed#toc-cracks-in-the-armor-the-vulnerable-side-of-speed,0,110,0%,8.88
https://9takes.com/personality-analysis/Emma-Watson#toc-the-jk-rowling-rift-a-type-1s-ultimate-test,0,110,0%,9.71
https://9takes.com/personality-analysis/Logan-Paul#toc-the-rise-of-logan-paul-a-type-3s-path-to-fame,0,109,0%,5.47
https://9takes.com/personality-analysis/Kai-Cenat#toc-the-invisible-hustle-the-work-behind-the-woooooo,0,108,0%,5.6
https://9takes.com/personality-analysis/Alex-Cooper#toc-the-making-of-a-media-mogul-alex-coopers-journey,0,108,0%,6.03
https://9takes.com/personality-analysis/Jeff-Bezos#toc-jeff-bezoss-public-struggles-and-personal-growth,0,108,0%,8.54
https://9takes.com/personality-analysis/Travis-Scott#toc-creating-worlds-the-type-9-as-an-architect,0,106,0%,6.69
https://9takes.com/personality-analysis/Tom-Cruise#toc-cruise-control-toms-early-years,0,106,0%,7.75
https://9takes.com/personality-analysis/Tom-Cruise#toc-mission-possible---toms-major-accomplishments,0,106,0%,7.75
https://9takes.com/personality-analysis/Tom-Cruise#toc-what-is-tom-cruises-personality-type,0,106,0%,7.75
https://9takes.com/personality-analysis/Jeff-Bezos#toc-jeff-bezoss-rise-to-fame,0,106,0%,8.66
https://9takes.com/personality-analysis/Jeff-Bezos#toc-jeff-bezoss-upbringing-and-early-influences,0,106,0%,8.66
https://9takes.com/personality-analysis/Alexandria-Ocasio-Cortez#toc-aocs-upbringing-roots-of-resilience,0,105,0%,5.71
https://9takes.com/personality-analysis/Alexandria-Ocasio-Cortez#toc-major-accomplishments-making-waves-and-taking-names,0,105,0%,5.71
https://9takes.com/personality-analysis/Alexandria-Ocasio-Cortez#toc-rise-to-fame-from-bartender-to-congresswoman,0,105,0%,5.71
https://9takes.com/personality-analysis/Martin-Luther-King-Jr#toc-the-mindset-of-a-challenger-mlks-personality-in-action,0,105,0%,6.06
https://9takes.com/personality-analysis/Anne-Hathaway#toc-i-had-to-be-perfect-annes-formative-years,0,105,0%,6.41
https://9takes.com/personality-analysis/Mikey-Madison#toc-from-horseback-riding-to-hollywood-mikeys-unique-type-9-journey,0,105,0%,6.96
https://9takes.com/personality-analysis/Bill-Gates#toc-gates-evolving-focus-tackling-global-challenges,0,105,0%,8.91
https://9takes.com/personality-analysis/David-Dobrik,0,105,0%,14.98
https://9takes.com/personality-analysis/Kim-Kardashian#toc-the-making-of-an-achiever,0,104,0%,8.39
https://9takes.com/enneagram-corner/subtopic/development,0,104,0%,34.4
https://9takes.com/personality-analysis/Prince-Harry#toc-inside-prince-harrys-mind-the-type-6s-inner-dialogue,0,101,0%,5.06
https://9takes.com/personality-analysis/Jerad-Leto#toc-the-psychology-behind-jared-letos-shape-shifting-persona,0,101,0%,5.96
https://9takes.com/personality-analysis/Grimes#toc-how-each-enneagram-type-perceives-grimes,0,101,0%,7.5
https://9takes.com/personality-analysis/Grimes#toc-what-is-grimes-enneagram-type,0,101,0%,7.5
https://9takes.com/personality-analysis/Keanu-Reeves#toc-the-internets-obsession-with-keanu-why-were-drawn-to-type-9-energy,0,101,0%,9.5
https://9takes.com/personality-analysis/Doechii#toc-from-bullied-kid-to-this-is-my-motherfing-movie-how-doechiis-type-7-spirit-was-born,0,98,0%,7.27
https://9takes.com/personality-analysis/Logan-Paul#toc-the-achiever-in-action-logan-pauls-current-projects,0,97,0%,5.52
https://9takes.com/how-to-guides/definitive-guide-to-relationship-conflict-part-1,0,97,0%,16.07
https://9takes.com/personality-analysis/Jerad-Leto#toc-method-madness-letos-immersive-approach-to-character,0,96,0%,5.98
https://9takes.com/personality-analysis/Mikey-Madison#toc-the-shape-shifter-how-mikeys-type-9-makes-her-an-exceptional-actress,0,96,0%,7.04
https://9takes.com/personality-analysis/Keanu-Reeves#toc-keanus-career-choices-through-a-type-9-lens,0,95,0%,7
https://9takes.com/personality-analysis/Blake-Lively#toc-what-is-blake-livelys-personality-type,0,94,0%,7.59
https://9takes.com/personality-analysis/Michelle-Obama#toc-michelle-obama-biography-from-chicagos-south-side-to-the-white-house---a-type-1s-journey,0,94,0%,10.45
https://9takes.com/personality-analysis/Michelle-Obama#toc-michelle-obama-quotes-and-values-a-type-1s-core-fears-and-motivations,0,94,0%,10.45
https://9takes.com/personality-analysis/Michelle-Obama#toc-michelle-obamas-book-becoming-the-perfectionists-mindset-revealed,0,94,0%,10.45
https://9takes.com/personality-analysis/Michelle-Obama#toc-michelle-obamas-leadership-style-the-type-1-perfectionist-revealed,0,94,0%,10.45
https://9takes.com/personality-analysis/Rooney-Mara#toc-how-rooney-maras-type-5-privacy-affects-her-career-choices,0,93,0%,5.2
https://9takes.com/personality-analysis/Rooney-Mara#toc-what-is-rooney-maras-personality-type,0,93,0%,5.2
https://9takes.com/personality-analysis/Tom-Hiddleston#toc-the-exhausting-inner-dialogue-of-a-type-2-celebrity,0,93,0%,5.46
https://9takes.com/personality-analysis/Kristen-Bell#toc-the-shadow-side-kristen-bells-challenges-as-an-enneagram-2-in-hollywood,0,93,0%,5.6
https://9takes.com/personality-analysis/Blake-Lively#toc-unique-ways-blakes-type-1-personality-manifests,0,93,0%,7.62
https://9takes.com/personality-analysis/Denzel-Washington#toc-denzels-leadership-style-the-benevolent-authority,0,93,0%,7.75
https://9takes.com/enneagram-corner/attachment-styles-and-enneagram-types#attachment-style-compatibility-guide,0,93,0%,9.63
https://9takes.com/personality-analysis/Kristen-Bell#toc-im-very-empathetic-inside-kristen-bells-thought-patterns-and-how-she-processes-the-world,0,92,0%,5.55
https://9takes.com/personality-analysis/Tom-Hiddleston#toc-from-privileged-childhood-to-empathetic-actor-toms-formative-years,0,92,0%,6.99
https://9takes.com/personality-analysis/Kristen-Bell#toc-i-refused-to-worry-about-things-i-cannot-change-kristens-growth-journey-and-struggles,0,91,0%,5.57
https://9takes.com/personality-analysis/Will-Smith#toc-when-success-couldnt-save-him-will-smiths-dark-night-of-the-soul,0,91,0%,6.97
https://9takes.com/personality-analysis/Tom-Holland#toc-the-billy-elliot-years-taking-risks-that-defined-him,0,91,0%,9.37
https://9takes.com/personality-analysis/Halsey#toc-halseys-childhood-trauma-and-unstable-foundations,0,91,0%,10.07
https://9takes.com/personality-analysis/Kanye#toc-7-donda-kanye-the-spiritual-seeker-2019-present,0,90,0%,9.08
https://9takes.com/personality-analysis/Joe-Rogan#toc-the-joe-rogan-experience-creating-a-podcasting-empire,0,89,0%,5.3
https://9takes.com/personality-analysis/Marilyn-Monroe#toc-from-unstable-beginnings-to-unparalleled-success,0,89,0%,5.7
https://9takes.com/personality-analysis/Marilyn-Monroe#toc-relationships-as-catalysts-for-growth,0,89,0%,5.7
https://9takes.com/personality-analysis/Johnny-Depp#toc-the-dark-side-of-creativity-depps-struggles-with-substance-abuse,0,89,0%,6.7
https://9takes.com/personality-analysis/Justin-Bieber#toc-from-youtube-to-global-icon-biebers-type-3-journey,0,88,0%,6.67
https://9takes.com/enneagram-corner/enneagram-communication-styles#type-1-the-perfectionists-dictionary,0,88,0%,9.14
https://9takes.com/personality-analysis/Taylor-Swift#toc-looking-beyond-the-spotlight-taylor-swifts-personal-growth-and-integration,0,88,0%,10.93
https://9takes.com/personality-analysis/Kristen-Bell#toc-what-makes-kristen-cry-laugh-and-everything-in-between-the-emotional-world-of-a-type-2,0,87,0%,5.53
https://9takes.com/personality-analysis/Marilyn-Monroe#toc-creative-tensions-that-fueled-her-success,0,87,0%,5.77
https://9takes.com/personality-analysis/Travis-Scott#toc-family-life-finding-peace-as-a-father,0,87,0%,6.71
https://9takes.com/personality-analysis/Alex-Cooper#toc-behind-the-scenes-the-inner-world-of-alex-cooper,0,86,0%,6.67
https://9takes.com/personality-analysis/Will-Smith#toc-the-achievement-will-prizes-most-family-man-will-smith,0,86,0%,7.03
https://9takes.com/personality-analysis/Dwayne-Johnson#toc-the-achievers-blueprint-how-the-rocks-type-3-personality-engineered-his-success,0,85,0%,6.08
https://9takes.com/personality-analysis/Prince-Harry#toc-prince-harry-today-finding-security-outside-the-royal-structure,0,85,0%,6.14
https://9takes.com/personality-analysis/Anne-Hathaway#toc-i-need-to-make-a-difference-annes-activism,0,85,0%,6.55
https://9takes.com/personality-analysis/Marilyn-Monroe#toc-her-physical-habits-controlling-the-uncontrollable,0,85,0%,7
https://9takes.com/personality-analysis/Jeff-Bezos#toc-management-style-the-shadow-side-of-type-1,0,84,0%,9.49
https://9takes.com/personality-analysis/Halsey#toc-enneagram-8-in-motherhood-halseys-evolution,0,84,0%,10.21
https://9takes.com/personality-analysis/Brad-Pitt#toc-brad-pitts-inner-world-whats-really-going-on-behind-those-eyes,0,83,0%,5.87
https://9takes.com/personality-analysis/Joaquin-Phoenix#toc-from-cult-to-spotlight-how-phoenixs-unusual-childhood-shaped-his-identity,0,83,0%,5.98
https://9takes.com/personality-analysis/Margot-Robbie#toc-the-relationship-anchor-how-type-2s-like-margot-navigate-love-and-friendship,0,83,0%,6.55
https://9takes.com/personality-analysis/Doechii#toc-yucky-blucky-fruitcake-when-doechiis-inner-child-found-its-voice,0,83,0%,7.57
https://9takes.com/personality-analysis/Joaquin-Phoenix#toc-living-in-the-shadow-rivers-death-and-joaquins-identity-crisis,0,82,0%,5.82
https://9takes.com/personality-analysis/Martin-Luther-King-Jr#toc-noteworthy-achievements-the-power-of-the-challenger-in-action,0,81,0%,6.23
https://9takes.com/personality-analysis/Timothee-Chalamet#toc-how-timothe-chalamet-handled-overnight-fame-and-what-it-reveals-about-type-6-psychology,0,80,0%,3.6
https://9takes.com/personality-analysis/Alex-Cooper#toc-what-makes-alex-cooper-tick-uncovering-her-personality-type,0,80,0%,6.1
https://9takes.com/personality-analysis/Travis-Scott#toc-when-harmony-breaks-astroworld-tragedy,0,80,0%,6.55
https://9takes.com/enneagram-corner/neurodiversity-vs-personality#toc-heres-the-real-truth-no-one-is-normal,0,80,0%,7.99
https://9takes.com/enneagram-corner/neurodiversity-vs-personality#toc-personality-the-real-game-changer,0,80,0%,7.99
https://9takes.com/personality-analysis/Dave-Portnoy#toc-growth-and-stress-portnoys-journey-to-type-2-and-type-5,0,78,0%,5.13
https://9takes.com/personality-analysis/Margot-Robbie#toc-luckychap-when-a-type-2-builds-an-empire,0,78,0%,6.56
https://9takes.com/personality-analysis/Margot-Robbie#toc-from-maggot-to-mogul-how-a-farm-girls-helper-instinct-led-to-stardom,0,78,0%,6.58
https://9takes.com/personality-analysis/Mikey-Madison#toc-the-inner-world-what-stresses-hollywoods-most-intriguing-type-9,0,78,0%,6.99
https://9takes.com/personality-analysis/Mikey-Madison#toc-i-dont-feel-authentic-online-the-type-9-rejection-of-social-media,0,77,0%,6.97
https://9takes.com/personality-analysis/Mikey-Madison#toc-vinyl-records-and-mini-ponies-inside-a-type-9s-sanctuary,0,77,0%,6.97
https://9takes.com/personality-analysis/Will-Smith#toc-the-strategic-career-architect-building-the-will-smith-empire,0,76,0%,6.95
https://9takes.com/enneagram-corner/enneagram-communication-styles#type-3-the-achievers-efficiency-engine,0,76,0%,9.09
https://9takes.com/personality-analysis/Mr-Beast#toc-how-did-mrbeast-get-started-on-youtube,0,75,0%,5.21
https://9takes.com/personality-analysis/Will-Smith#toc-the-oscar-moment-a-type-3-under-ultimate-stress,0,75,0%,7.01
https://9takes.com/personality-analysis/Halsey#toc-halseys-dating-history-g-eazy-addiction-and-finding-true-love,0,75,0%,9.85
https://9takes.com/personality-analysis/Justin-Bieber#toc-the-pressure-behind-the-fame-justins-mood-and-mental-health-in-2025,0,74,0%,6.5
https://9takes.com/enneagram-corner/enneagram-communication-styles#type-5-the-investigators-data-stream,0,74,0%,9.22
https://9takes.com/enneagram-corner/enneagram-strengths-and-weaknesses#quick-answer,0,73,0%,9.6
https://9takes.com/personality-analysis/Timothee-Chalamet#toc-5-surprising-ways-chalamets-type-6-personality-created-his-success,0,71,0%,3.56
https://9takes.com/personality-analysis/Dwayne-Johnson#toc-from-7-in-his-pocket-to-800-million-the-type-3s-perfect-revenge-story,0,71,0%,6.49
https://9takes.com/personality-analysis/Henry-Cavill#toc-method-acting-or-helper-instinct-henrys-extreme-dedication-to-his-roles,0,70,0%,5.97
https://9takes.com/personality-analysis/Justin-Bieber#toc-hailey-and-justin-a-type-3s-search-for-authentic-connection,0,69,0%,6.7
https://9takes.com/enneagram-corner/enneagram-and-religion#sufism-and-the-enneagrams-origins,0,69,0%,7
https://9takes.com/enneagram-corner/enneagram-communication-styles#type-4-the-individualists-emotional-symphony,0,69,0%,9.13
https://9takes.com/enneagram-corner/mental-health/enneagram-medication-mental-health,0,68,0%,3.09
https://9takes.com/personality-analysis/Joe-Rogan#toc-joe-rogans-childhood-and-early-family-life,0,68,0%,5.44
https://9takes.com/personality-analysis/Oprah-Winfrey#toc-a-window-into-oprahs-soul-through-the-enneagram,0,68,0%,6.44
https://9takes.com/personality-analysis/Mikey-Madison#toc-the-family-foundation-how-her-upbringing-shaped-her-type-9-expression,0,68,0%,6.82
https://9takes.com/personality-analysis/Madison-Beer#toc-from-youtube-covers-to-original-creations-madisons-evolution,0,68,0%,8.99
https://9takes.com/personality-analysis/Henry-Cavill#toc-mans-best-friend-what-henrys-bond-with-his-dog-kal-reveals-about-his-heart,0,67,0%,6.15
https://9takes.com/personality-analysis/Henry-Cavill#toc-the-superman-paradox-henrys-struggle-with-self-image-despite-fame,0,67,0%,6.15
https://9takes.com/personality-analysis/Doechii#toc-inside-doechiis-mind-the-type-7s-creative-universe,0,67,0%,6.49
https://9takes.com/enneagram-corner/mental-health/enneagram-addiction-recovery-guide,0,66,0%,7.26
https://9takes.com/personality-analysis/Kim-Kardashian#toc-the-chameleon-effect,0,66,0%,9.15
https://9takes.com/enneagram-corner/attachment-styles-and-enneagram-types#type-2-the-helpers-anxious-attachment-trap,0,66,0%,9.8
https://9takes.com/personality-analysis/Halsey#toc-the-great-impersonator-halseys-new-album-and-revealing-her-truth,0,66,0%,9.97
https://9takes.com/personality-analysis/Brad-Pitt#toc-brad-pitts-relationships-the-type-9-in-love-and-family,0,65,0%,5.89
https://9takes.com/personality-analysis/Bill-Gates#toc-the-roots-of-a-tech-titan-gates-early-years,0,65,0%,8.43
https://9takes.com/personality-analysis/Oprah-Winfrey#toc-the-inner-world-of-a-media-mogul,0,65,0%,9.02
https://9takes.com/personality-analysis/Timothee-Chalamet#toc-the-hidden-fears-driving-timothe-chalamets-career-decisions,0,64,0%,3.95
https://9takes.com/personality-analysis/Brad-Pitt#toc-what-stresses-brad-pitt-out-the-peacemakers-breaking-points,0,64,0%,5.91
https://9takes.com/personality-analysis/George-W-Bush#toc-the-essence-of-george-w-bush-a-loyal-skeptic-in-the-oval-office,0,64,0%,6.19
https://9takes.com/personality-analysis/George-W-Bush#toc-the-making-of-a-type-6-president-bushs-formative-years,0,64,0%,6.19
https://9takes.com/personality-analysis/Donald-Trump#toc-what-is-donald-trumps-enneagram-type,0,64,0%,6.33
https://9takes.com/personality-analysis/Alex-Cooper#toc-navigating-storms-how-type-7-traits-carried-alex-through-controversies,0,64,0%,6.61
https://9takes.com/personality-analysis/Alex-Cooper#toc-the-cultural-impact-why-people-cant-get-enough-of-alex-cooper,0,64,0%,6.7
https://9takes.com/personality-analysis/Halsey#toc-ashley-vs-halsey-the-dual-identity-of-an-enneagram-8,0,64,0%,9.97
https://9takes.com/enneagram-corner/enneagram-team-diversity,0,64,0%,37.33
https://9takes.com/personality-analysis/Travis-Scott#toc-future-visions-whats-next-for-travis,0,63,0%,5.78
https://9takes.com/enneagram-corner/mental-health/enneagram-therapy-guide,0,63,0%,7.29
https://9takes.com/personality-analysis/Kanye#toc-inside-kanyes-mind-the-type-7-operating-system,0,63,0%,7.9
https://9takes.com/enneagram-corner/enneagram-types-in-stress#enneagram-2-in-stress,0,63,0%,9.32
https://9takes.com/enneagram-corner/enneagram-types-in-stress#enneagram-3-in-stress,0,63,0%,9.78
https://9takes.com/personality-analysis/Prince-Harry#toc-harrys-quest-for-truth-spare-and-the-type-6s-need-for-authenticity,0,62,0%,4.89
https://9takes.com/personality-analysis/Mikey-Madison#toc-it-felt-weird-the-type-9-struggle-with-conflicting-emotions,0,62,0%,7.21
https://9takes.com/personality-analysis/Halsey#toc-confronting-mortality-halseys-health-battles-and-lupus-diagnosis,0,62,0%,10.05
https://9takes.com/personality-analysis/Halsey#toc-power-dynamics-and-sexual-control-in-the-music-industry,0,62,0%,10.05
https://9takes.com/personality-analysis/Palmer-Luckey#toc-the-roots-of-palmers-restless-spirit,0,61,0%,6.77
https://9takes.com/personality-analysis/Keanu-Reeves#toc-keanus-creative-expressions-beyond-acting,0,61,0%,8.7
https://9takes.com/community,0,60,0%,3.65
https://9takes.com/personality-analysis/Henry-Cavill#toc-henry-cavills-unique-expression-of-type-2-not-your-typical-helper,0,60,0%,5.52
https://9takes.com/personality-analysis/Will-Smith#toc-finding-true-worth-will-smith-beyond-the-achievements,0,60,0%,5.65
https://9takes.com/personality-analysis/Travis-Scott#toc-the-quiet-philanthropist,0,60,0%,6.65
https://9takes.com/personality-analysis/Tom-Hiddleston#toc-from-rada-to-marvel-when-helping-becomes-art,0,60,0%,7.47
https://9takes.com/personality-analysis/Tom-Hiddleston#toc-toms-inner-circle-carefully-curated-connections,0,60,0%,7.47
https://9takes.com/personality-analysis/Tom-Hiddleston#toc-what-energizes-vs-what-depletes-toms-helper-spirit,0,60,0%,7.47
https://9takes.com/personality-analysis/Kai-Cenat#toc-evolving-beyond-the-label-kais-unique-type-7-blend,0,59,0%,4.12
https://9takes.com/personality-analysis/Jennifer-Lawrence#toc-what-makes-jennifer-proud-vs-what-keeps-her-up-at-night-the-type-7-balance-sheet,0,59,0%,5.61
https://9takes.com/personality-analysis/Ronald-Reagan#toc-from-dixon-to-hollywood-the-formation-of-a-loyalist,0,59,0%,6.02
https://9takes.com/personality-analysis/Ronald-Reagan#toc-the-essence-of-ronald-reagan-a-loyalists-quest-in-an-uncertain-world,0,59,0%,6.02
https://9takes.com/personality-analysis/Palmer-Luckey#toc-finding-focus-through-type-5,0,59,0%,6.61
https://9takes.com/personality-analysis/Palmer-Luckey#toc-leaping-into-the-unknown-with-oculus,0,59,0%,6.61
https://9takes.com/personality-analysis/Palmer-Luckey#toc-the-dark-side-of-the-enthusiast,0,59,0%,6.61
https://9takes.com/enneagram-corner/attachment-styles-and-enneagram-types#the-enneagram-attachment-healing-matrix,0,59,0%,9.76
https://9takes.com/personality-analysis/Jeff-Bezos#toc-customer-obsession-a-principled-approach-to-business,0,59,0%,9.8
https://9takes.com/book-session,0,59,0%,53.44
https://9takes.com/personality-analysis/Justin-Bieber#toc-the-bieber-brand-in-2025-adaptability-as-a-core-strategy,0,58,0%,6.66
https://9takes.com/personality-analysis/Ryan-Gosling#toc-the-foundations-of-peace-ryans-early-years,0,58,0%,6.67
https://9takes.com/personality-analysis/Kim-Kardashian#toc-what-we-can-learn-from-kims-type-3-journey,0,58,0%,7.05
https://9takes.com/personality-analysis/Grimes#toc-a-world-of-unbridled-creativity,0,58,0%,7.72
https://9takes.com/personality-analysis/Grimes#toc-an-enthusiasm-for-life,0,58,0%,7.72
https://9takes.com/personality-analysis/Grimes#toc-the-shadow-side-of-enthusiasm,0,58,0%,7.72
https://9takes.com/personality-analysis/Jerad-Leto#toc-the-paradox-of-presence-letos-digital-retreats-and-mountain-escapes,0,57,0%,6.88
https://9takes.com/personality-analysis/Kanye#toc-1-college-dropout-kanye-the-backpack-revolutionary-2004-2006,0,57,0%,7.93
https://9takes.com/personality-analysis/Kim-Kardashian#toc-social-media-the-perfect-type-3-playground,0,57,0%,9.11
https://9takes.com/personality-analysis/Mark-Zuckerberg#toc-inside-the-mind-of-the-metaverse-architect,0,56,0%,7.75
https://9takes.com/personality-analysis/Kanye#toc-4-mbdtf-kanye-the-artistic-redeemer-2010-2013,0,56,0%,7.88
https://9takes.com/personality-analysis/Madison-Beer#toc-facing-criticism-and-challenges-the-resilience-of-an-individualist,0,56,0%,9.27
https://9takes.com/personality-analysis/Logan-Paul#toc-inside-logan-pauls-mind-the-type-3-inner-dialogue,0,55,0%,5.29
https://9takes.com/personality-analysis/Druski#toc-how-the-kai-cenat-controversy-revealed-druskis-conscience,0,55,0%,5.55
https://9takes.com/personality-analysis/Winston-Churchill#toc-what-was-winston-churchills-enneagram-type,0,55,0%,6.64
https://9takes.com/personality-analysis/Ryan-Gosling#toc-the-internal-dialogue-of-a-type-9-actor,0,55,0%,6.76
https://9takes.com/personality-analysis/Kanye#toc-5-yeezus-kanye-the-industrial-provocateur-2013-2016,0,55,0%,7.96
https://9takes.com/personality-analysis/Katy-Perry#toc-fireworks-and-freedom-katy-perry-as-a-type-7,0,55,0%,8.85
https://9takes.com/personality-analysis/Katy-Perry#toc-the-technicolor-world-of-katy-perry,0,55,0%,8.85
https://9takes.com/personality-analysis/Madison-Beer#toc-embracing-emotional-vulnerability-the-heart-of-an-individualist,0,55,0%,9.36
https://9takes.com/personality-analysis/Agatha-Christie#toc-the-habits-that-made-agatha-christie-successful,0,54,0%,5.52
https://9takes.com/personality-analysis/Druski#toc-ima-show-yall-the-childhood-rejection-that-fueled-druskis-rise,0,54,0%,5.57
https://9takes.com/personality-analysis/Dwayne-Johnson#toc-the-achievers-mind-what-its-really-like-being-the-rock,0,54,0%,5.59
https://9takes.com/personality-analysis/Jerad-Leto#toc-evolution-of-an-individualist-letos-growth-journey,0,54,0%,6.89
https://9takes.com/personality-analysis/Mark-Zuckerberg#toc-the-paradox-of-the-social-media-introvert,0,54,0%,7.87
https://9takes.com/personality-analysis/Jeff-Bezos#toc-the-day-1-mentality-perpetual-progress,0,54,0%,9
https://9takes.com/personality-analysis/Timothee-Chalamet#toc-why-timothe-chalamets-multicultural-background-created-the-perfect-type-6-storm,0,53,0%,3.96
https://9takes.com/personality-analysis/Joaquin-Phoenix#toc-the-activist-soul-phoenixs-search-for-meaning-beyond-acting,0,53,0%,6.13
https://9takes.com/personality-analysis/Jerad-Leto#toc-beyond-hollywood-the-musical-canvas-of-30-seconds-to-mars,0,53,0%,6.94
https://9takes.com/personality-analysis/Jerad-Leto#toc-from-nomadic-child-to-hollywood-maverick-the-making-of-an-individualist,0,53,0%,6.94
https://9takes.com/personality-analysis/Jerad-Leto#toc-the-business-behind-the-artist-letos-entrepreneurial-side,0,53,0%,6.94
https://9takes.com/personality-analysis/Billie-Eilish#toc-what-is-billie-eilishs-personality-type,0,53,0%,7.06
https://9takes.com/enneagram-corner/enneagram-types-in-stress#enneagram-5-in-stress,0,53,0%,9.19
https://9takes.com/personality-analysis/Madison-Beer#toc-connecting-through-creativity-building-a-community,0,53,0%,9.55
https://9takes.com/personality-analysis/Brad-Pitt#toc-behind-the-camera-brad-pitt-the-producer-and-humanitarian,0,52,0%,6
https://9takes.com/personality-analysis/Doechii#toc-the-enthusiast-meets-the-industry-finding-her-tribe-at-tde,0,52,0%,6.75
https://9takes.com/personality-analysis/Doechii#toc-the-enthusiast-unleashed-doechiis-high-school-reinvention,0,52,0%,6.75
https://9takes.com/personality-analysis/Doechii#toc-what-makes-this-enthusiast-unique-doechiis-special-type-7-flavor,0,52,0%,6.75
https://9takes.com/personality-analysis/Robert-Pattinson#toc-from-edward-to-indie-darling-the-twilight-effect-on-pattinsons-psyche,0,52,0%,7.52
https://9takes.com/personality-analysis/Will-Smith#toc-from-west-philly-to-worldwide-fame-the-making-of-an-achiever,0,52,0%,7.52
https://9takes.com/personality-analysis/Joaquin-Phoenix#toc-the-voice-within-phoenixs-inner-dialogue-and-self-doubt,0,51,0%,6.04
https://9takes.com/personality-analysis/Jeff-Bezos#toc-innovation-with-integrity-venturing-beyond-e-commerce,0,51,0%,9.71
https://9takes.com/personality-analysis/Joaquin-Phoenix#toc-behind-the-transformation-phoenixs-body-as-emotional-canvas,0,50,0%,6.06
https://9takes.com/personality-analysis/Joaquin-Phoenix#toc-finding-his-tribe-phoenixs-relationships-and-inner-circle,0,50,0%,6.06
https://9takes.com/personality-analysis/Donald-Trump#toc-cultural-influences-the-making-of-trump,0,50,0%,6.66
